composer,title,labels
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Major, Op. 12 No. 3- III. Rondeau. Allegro",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in E-Flat Major, Op. 12 No. 4- I. Allegro",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in E-Flat Major, Op. 12 No. 4- II. Lento",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in E-Flat Major, Op. 12 No. 4- III. Rondeau. Allegro con spirito",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in B-Flat Major, Op. 13 No. 4- I. Allegro con spirito",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in B-Flat Major, Op. 13 No. 4- II. Adagio",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in B-Flat Major, Op. 13 No. 4- III. Allegro assai",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Major, Op. 13 No. 5- I. Allegro",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Major, Op. 13 No. 5- II. Larghetto",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Major, Op. 13 No. 5- III. Presto",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Minor, Op. 13 No. 6- I. Allegro agitato",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Minor, Op. 13 No. 6- II. Largo e sostenuto",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Minor, Op. 13 No. 6- III. Presto",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - La Chasse in D Major, Op. 16- I. Allegro",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - La Chasse in D Major, Op. 16- II. Andante vivace",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - La Chasse in D Major, Op. 16- III. Allegro assai",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in C Major, Op. 20- I. Allegro",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in C Major, Op. 20- II. Larghetto con espressione",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in C Major, Op. 20- III. Allegro molto",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in E-Flat Major, Op. 23 No. 1- I. Allegro molto",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in E-Flat Major, Op. 23 No. 1- II. Rondeau. Vivace",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Major, Op. 23 No. 2- I. Allegro con spirito",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Major, Op. 23 No. 2- II. Adagio",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Major, Op. 23 No. 2- III. Rondo. Allegro con spirito",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in E-Flat Major, Op. 23 No. 3- I. Allegro con vivacità",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in E-Flat Major, Op. 23 No. 3- II. Air with 8 Variations. Allegretto vivace",['theme_and_variation']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Major, Op. 24 No. 1- I. Allegro assai",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Major, Op. 24 No. 1- II. Adagio",['binary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Major, Op. 24 No. 1- III. Arietta Con variazione. Vivace",['theme_and_variation']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in B-Flat Major, Op. 24 No. 2- I. Allegro con brio",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in B-Flat Major, Op. 24 No. 2- II. Andante quasi allegretto",['binary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in B-Flat Major, Op. 24 No. 2- III. Rondo. Allegro assai",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in C Major, Op. 25 No. 1- I. Allegro di molto",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in C Major, Op. 25 No. 1- II. Adagio",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in C Major, Op. 25 No. 1- III. Rondeau. Presto",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Major, Op. 25 No. 2- I. Allegro con brio",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Major, Op. 25 No. 2- II. Rondo. Un poco allegro",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in B-Flat Major, Op. 25 No. 3- I. Allegro",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in B-Flat Major, Op. 25 No. 3- II. Rondo. Vivace",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in A Major, Op. 25 No. 4- I. Maestoso e cantabile",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in A Major, Op. 25 No. 4- II. Molto allegro",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F-Sharp Minor, Op. 25 No. 5- I. Più tosto allegro con espressione",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F-Sharp Minor, Op. 25 No. 5- II. Lento e patetico",['binary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F-Sharp Minor, Op. 25 No. 5- III. Presto",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in D Major, Op. 25 No. 6- I. Presto",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in D Major, Op. 25 No. 6- II. Un poco andante",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in D Major, Op. 25 No. 6- III. Rondo. Allegro assai",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Major, Op. 26- I. Allegro",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Major, Op. 26- II. Rondeau. Allegretto",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in A Major, Op. 33 No. 1- I. Allegro",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in A Major, Op. 33 No. 1- II. Presto",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Major, Op. 33 No. 2- I. Adagio - Allegro con fuoco",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Major, Op. 33 No. 2- II. Presto",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in C Major, Op. 33 No. 3- I. Allegro con spirito",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in C Major, Op. 33 No. 3- II. Adagio e cantabile con grand'espressione",['binary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in C Major, Op. 33 No. 3- III. Presto",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in C Major, Op. 34 No. 1- I. Allegro con spirito",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in C Major, Op. 34 No. 1- II. Un poco andante, quasi allegretto",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in C Major, Op. 34 No. 1- III. Finale. Allegro",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Minor, Op. 34 No. 2- I. Largo e sostenuto - Allegro con fuoco",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Minor, Op. 34 No. 2- II. Un poco adagio",['binary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Minor, Op. 34 No. 2- III. Finale. Molto allegro",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in C Major, Op. 37 No. 1- I. Allegro di molto",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in C Major, Op. 37 No. 1- II. Adagio sostenuto",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in C Major, Op. 37 No. 1- III. Finale. Vivace",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Major, Op. 37 No. 2- I. Allegro",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Major, Op. 37 No. 2- II. Adagio. In the Solemn Style",['binary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Major, Op. 37 No. 2- III. Allegro con spirito",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in D Major, Op. 37 No. 3- I. Allegro",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in D Major, Op. 37 No. 3- II. Allegretto vivace",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in D Major, Op. 37 No. 3- III. Finale. Presto",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Major, Op. 40 No. 1- I. Allegro molto vivace",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Major, Op. 40 No. 1- II. Adagio, sostenuto e cantabile",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Major, Op. 40 No. 1- III. Allegro. Canone I perpetuo, per moto retto - Canone II perpetuo, per moto contrario",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Major, Op. 40 No. 1- IV. Finale. Presto",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in B Minor, Op. 40 No. 2- I. Molto adagio e sostenuto - Allegro con fuoco e con espressione",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in B Minor, Op. 40 No. 2- II. Allegro - Tempo primo - Presto",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in D Major, Op. 40 No. 3- I. Adagio molto - Allegro",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in D Major, Op. 40 No. 3- II. Adagio con molta espressione",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in D Major, Op. 40 No. 3- III. Allegro",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in E-Flat Major, Op. 41- I. Allegro ma con grazia",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in E-Flat Major, Op. 41- II. Adagio molto e con anima",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in E-Flat Major, Op. 41- III. Allegro molto vivace",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in B-Flat Major, Op. 46- I. Allegro con brio",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in B-Flat Major, Op. 46- II. Adagio cantabile e sostenuto",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in B-Flat Major, Op. 46- III. Finale. Allegro con fuoco",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in A Major, Op. 50 No. 1- I. Allegro maestoso e con sentimento",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in A Major, Op. 50 No. 1- II. Adagio sostenuto e patetico",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in A Major, Op. 50 No. 1- III. Allegro vivace",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in D Minor, Op. 50 No. 2- I. Allegro non troppo, ma con energia",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in D Minor, Op. 50 No. 2- II. Adagio con espressione",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in D Minor, Op. 50 No. 2- III. Allegro con fuoco, ma non troppo presto",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Minor, Op. 50 No. 3 'Didone abbandonata'- I. Largo patetico e sostenuto - Allegro ma non espressione",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Minor, Op. 50 No. 3 'Didone abbandonata'- II. Adagio dolente",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Minor, Op. 50 No. 3 'Didone abbandonata'- III. Allegro agitato e con disperazione",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in B-Flat Major, Op. 1a No. 2- I. Allegro moderato",['sonata']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Major, Op. 1a No. 3- I. Allegretto",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Major, Op. 1a No. 1- I. Andante",['rondo']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in B-Flat Major, Op. 1a No. 2- II. Andantino grazioso",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in A Major, Op. 1a No. 4- I. Larghetto",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in A Major, Op. 1a No. 4- II. Tempo di minuetto",['ternary']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in F Major, Op. 1a No. 1- II. Allegro. La Pantoufle avec des variations",['theme_and_variation']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in B-Flat Major, Op. 1a No. 2- III. Allegro. Air du balet de Mirza avec des Variations",['theme_and_variation']
clementi,"Muzio Clementi, Costantino Mastroprimiano - Sonata in G Major, Op. 1a No. 3- II. Air anglaise avec des variations. 'Black Joke'",['theme_and_variation']
